,date,source,title,url
2497,"Jul 05, 2017",Investing.com,Dollar steadies after downbeat U.S. May factory orders data ,https://investing.com/news/forex-news/dollar-steadies-after-downbeat-u.s.-may-factory-orders-data-502370
2498,"Jul 05, 2017",Investing.com,Dollar remains at 1-week highs despite weak U.S. data,https://investing.com/news/forex-news/dollar-remains-at-1-week-highs-despite-weak-u.s.-data-502291
2499,"Jul 05, 2017",Investing.com, U.S. factory orders fall for second consecutive month in May,https://investing.com/news/economic-indicators/u.s.-factory-orders-fall-for-second-consecutive-month-in-may-502267
2500,"nesday, July 4, 2018 | 06:00AM EDT ","nesday, July 4, 2018 | 06:00AM EDT ",Know Smallcap Multibaggers for July-Sep ‘18 Quarter,https://investing.com/education/webinars/know-smallcap-multibaggers-for-july-sep-‘18-quarter-12287
2504,"Jul 05, 2017",Investing.com,Dollar index holds onto modest gains in subdued trade,https://investing.com/news/forex-news/dollar-index-holds-onto-modest-gains-in-subdued-trade-502191
2505,"Jul 05, 2017",Investing.com,Forex - Dollar index edges up to 1-week highs in cautious trade,https://investing.com/news/forex-news/forex---dollar-index-edges-up-to-1-week-highs-in-cautious-trade-502113
2506,"Jul 05, 2017",,Global stocks steady as risk-off eases after North Korea missile test,https://investing.com/news/stock-market-news/global-stocks-steady-as-risk-off-eases-after-north-korea-missile-test-502099
2507,"Jul 05, 2017",Investing.com,Forex - Dollar steady in quiet trade as Fed minutes awaited,https://investing.com/news/forex-news/forex---dollar-steady-in-quiet-trade-as-fed-minutes-awaited-502080
2508,"Jul 05, 2017",,"Yen, dollar steady amid geopolitical concerns ahead of Fed minutes","https://investing.com/news/forex-news/yen,-dollar-steady-amid-geopolitical-concerns-ahead-of-fed-minutes-502071"
2509,"Jul 04, 2017",Investing.com,"Forex - Yen up ahead of Fed minutes, reaction to NKorea missile tests","https://investing.com/news/forex-news/forex---yen-up-ahead-of-fed-minutes,-reaction-to-nkorea-missile-tests-502044"
2510,"Jul 04, 2017",Investing.com,"Forex - Yen higher, dollar steady before U.S. holiday","https://investing.com/news/forex-news/forex---yen-higher,-dollar-steady-before-u.s.-holiday-501885"
2511,"Jul 04, 2017",Investing.com,Top 5 Things to Know In the Market on Tuesday,https://investing.com/news/economy-news/top-5-things-to-know-in-the-market-on-tuesday-501864
2512,"Jul 04, 2017",,Global stocks mostly lower as U.S. holiday subdues trade,https://investing.com/news/stock-market-news/global-stocks-mostly-lower-as-u.s.-holiday-subdues-trade-501841
2513,"Jul 04, 2017",Investing.com,Forex - Yen strengthens after North Korea missile test,https://investing.com/news/forex-news/forex---yen-strengthens-after-north-korea-missile-test-501836
2514,"nesday, July 4, 2018 | 06:00AM EDT ","nesday, July 4, 2018 | 06:00AM EDT ",Know Smallcap Multibaggers for July-Sep ‘18 Quarter,https://investing.com/education/webinars/know-smallcap-multibaggers-for-july-sep-‘18-quarter-12287
2518,"Jul 04, 2017",,"Dollar mostly holds onto gains, Aussie lower as RBA holds","https://investing.com/news/forex-news/dollar-mostly-holds-onto-gains,-aussie-lower-as-rba-holds-501833"
2519,"Jul 04, 2017",Investing.com,Forex - Aussie down after central bank holds steady as expected,https://investing.com/news/forex-news/forex---aussie-down-after-central-bank-holds-steady-as-expected-501821
2520,"Jul 03, 2017",Investing.com,Forex - Aussie gains ahead of RBA rate review expected to hold steady,https://investing.com/news/forex-news/forex---aussie-gains-ahead-of-rba-rate-review-expected-to-hold-steady-501805
2521,"Jul 03, 2017",Investing.com,Dollar regains momentum after worst quarter in seven years,https://investing.com/news/forex-news/dollar-regains-momentum-after-worst-quarter-in-seven-years-501706
2522,"Jul 03, 2017",Investing.com,Dollar index continues to rise after upbeat ISM report,https://investing.com/news/forex-news/dollar-index-continues-to-rise-after-upbeat-ism-report-501610
2523,"Jul 03, 2017",,Dollar consolidates gains as U.S. ISM manufacturing beats estimate,https://investing.com/news/forex-news/dollar-consolidates-gains-as-u.s.-ism-manufacturing-beats-estimate-501607
2524,"Jul 03, 2017",Investing.com,U.S. manufacturing activity rises more than expected in June - ISM,https://investing.com/news/economic-indicators/u.s.-manufacturing-activity-rises-more-than-expected-in-june-–-ism-501587
2525,"Jul 03, 2017",Investing.com,Dollar extends gains vs. rivals in quiet trade,https://investing.com/news/forex-news/dollar-extends-gains-vs.-rivals-in-quiet-trade-501520
2526,"Jul 03, 2017",Investing.com,Dollar holds onto gains but upside seen limited,https://investing.com/news/forex-news/dollar-holds-onto-gains-but-upside-seen-limited-501460
2527,"Jul 03, 2017",,"Global stocks mostly higher, dollar up, oil firm","https://investing.com/news/stock-market-news/global-stocks-mostly-higher,-dollar-up,-oil-firm-501458"
2528,"nesday, July 4, 2018 | 06:00AM EDT ","nesday, July 4, 2018 | 06:00AM EDT ",Know Smallcap Multibaggers for July-Sep ‘18 Quarter,https://investing.com/education/webinars/know-smallcap-multibaggers-for-july-sep-‘18-quarter-12287
2532,"Jul 03, 2017",,"Global stocks mostly higher, dollar up, oil firm","https://investing.com/news/stock-market-news/global-stocks-mostly-higher,-dollar-up,-oil-firm-501458"
2533,"Jul 03, 2017",,"Dollar edges higher as euro, pound weaken","https://investing.com/news/forex-news/dollar-edges-higher-as-euro,-pound-weaken-501440"
2534,"Jul 03, 2017",Investing.com,Forex - Dollar pushes higher but still under pressure,https://investing.com/news/forex-news/forex---dollar-pushes-higher-but-still-under-pressure-501434
2535,"Jul 02, 2017",Investing.com,Forex - Aussie down after initial gain on China Caixin PMI,https://investing.com/news/forex-news/forex---aussie-down-after-initial-gain-on-china-caixin-pmi-501402
2536,"Jul 02, 2017",Investing.com,Forex - Weekly outlook: July 3 - 7,https://investing.com/news/forex-news/forex---weekly-outlook:-july-3---7-501311
2537,"Jun 30, 2017",Investing.com,CFTC: Speculators More Bullish on Euro; Significantly Less Bearish on Canadian Dollar,https://investing.com/news/forex-news/cftc:-speculators-more-bullish-on-euro;-significantly-less-bearish-on-canadian-dollar-501170
2538,"Jun 30, 2017",Investing.com,Dollar higher but on track to post worst quarter in seven years,https://investing.com/news/forex-news/dollar-higher-but-on-track-to-post-worst-quarter-in-seven-years-501106
2539,"Jun 30, 2017",Investing.com,Dollar index remains moderately higher after upbeat UoM report,https://investing.com/news/forex-news/dollar-index-remains-moderately-higher-after-upbeat-uom-report-501034
2540,"Jun 30, 2017",Investing.com,Dollar index holds onto modest gains after positive U.S. data,https://investing.com/news/forex-news/dollar-index-holds-onto-modest-gains-after-positive-u.s.-data-500980
2541,"Jun 30, 2017",Investing.com,"U.S. personal income beats in May, core PCE eases","https://investing.com/news/economic-indicators/u.s.-personal-income-beats-in-may,-core-pce-eases-500975"
2542,"nesday, July 4, 2018 | 06:00AM EDT ","nesday, July 4, 2018 | 06:00AM EDT ",Know Smallcap Multibaggers for July-Sep ‘18 Quarter,https://investing.com/education/webinars/know-smallcap-multibaggers-for-july-sep-‘18-quarter-12287
2546,"Jun 30, 2017",Investing.com,Dollar regains some ground but remains near recent lows,https://investing.com/news/forex-news/dollar-regains-some-ground-but-remains-near-recent-lows-500897
2547,"Jun 30, 2017",,Global stocks mixed after Wall St sell-off,https://investing.com/news/stock-market-news/global-stocks-mixed-after-wall-st-sell-off-500886
2548,"Jun 30, 2017",,"Euro stands tall, dollar in the doldrums","https://investing.com/news/forex-news/euro-stands-tall,-dollar-in-the-doldrums-500868"
2549,"Jun 30, 2017",Investing.com,"Forex - Dollar holds at fresh 8-month lows, U.S. data ahead","https://investing.com/news/forex-news/forex---dollar-holds-at-fresh-8-month-lows,-u.s.-data-ahead-500855"
2550,"Jun 29, 2017",Investing.com,Dollar continues to wobble as pound and euro hit highs,https://investing.com/news/forex-news/dollar-continues-to-wobble-as-pound-and-euro-hit-highs-500667
2551,"Jun 29, 2017",Investing.com,Dollar remains on the downside despite strong U.S. data,https://investing.com/news/forex-news/dollar-remains-on-the-downside-despite-strong-u.s.-data-500589
2552,"Jun 29, 2017",Investing.com,Dollar index pares losses after upbeat U.S. GDP data,https://investing.com/news/forex-news/dollar-index-pares-losses-after-upbeat-u.s.-gdp-data-500518
2553,"Jun 29, 2017",Investing.com,"U.S. jobless claims rise by 2,000 to 244,000 last week","https://investing.com/news/economic-indicators/u.s.-jobless-claims-rise-by-2,000-to-244,000-last-week-500514"
2554,"Jun 29, 2017",Investing.com,U.S. Q1 GDP growth revised up more than expected,https://investing.com/news/economic-indicators/u.s.-q1-gdp-growth-revised-up-more-than-expected-500513
2555,"Jun 29, 2017",Investing.com,"Forex - Euro extends rally, hits 14-month highs against dollar","https://investing.com/news/forex-news/forex---euro-extends-rally,-hits-14-month-highs-against-dollar-500439"
2556,"nesday, July 4, 2018 | 06:00AM EDT ","nesday, July 4, 2018 | 06:00AM EDT ",Know Smallcap Multibaggers for July-Sep ‘18 Quarter,https://investing.com/education/webinars/know-smallcap-multibaggers-for-july-sep-‘18-quarter-12287
2560,"Jun 29, 2017",,"Global stocks mixed as Wall St rebounds, dollar weak","https://investing.com/news/stock-market-news/global-stocks-mixed-as-wall-st-rebounds,-dollar-weak-500417"
2561,"Jun 29, 2017",Investing.com,Forex - Dollar at 7-month lows as central banks flag policy tightening,https://investing.com/news/forex-news/forex---dollar-at-7-month-lows-as-central-banks-flag-policy-tightening-500405
2562,"Jun 29, 2017",,Dollar at multi-month lows as central banks sound more hawkish,https://investing.com/news/forex-news/dollar-at-multi-month-lows-as-central-banks-sound-more-hawkish-500399
2563,"Jun 28, 2017",Investing.com,Dollar set for biggest weekly drop in six weeks amid sterling surge   ,https://investing.com/news/forex-news/dollar-set-for-biggest-weekly-drop-in-six-weeks-amid-sterling-surge-500199
2564,"Jun 28, 2017",Reuters,Dollar extends fall as bets on hawkish European policy heat up,"https://investing.com/news/forex-news/euro-gets-lift-from-draghi,-senate-vote-delay-dents-dollar-499905"
2565,"Jun 28, 2017",Investing.com,Dollar index continues to drop after weak U.S. data,https://investing.com/news/forex-news/dollar-index-continues-to-drop-after-weak-u.s.-data-500119
2566,"Jun 28, 2017",Investing.com, U.S. pending home sales unexpectedly decline for third straight month,https://investing.com/news/economic-indicators/u.s.-pending-home-sales-unexpectedly-decline-for-third-straight-month-500102
2567,"Jun 28, 2017",Investing.com,"Dollar pushes lower vs. rivals, hits fresh multi-month trough","https://investing.com/news/forex-news/dollar-pushes-lower-vs.-rivals,-hits-fresh-multi-month-trough-500023"
2568,"Jun 28, 2017",Investing.com,Dollar index hits 8-month lows amid fresh U.S. political jitters,https://investing.com/news/forex-news/dollar-index-hits-8-month-lows-amid-fresh-u.s.-political-jitters-499967
2569,"Jun 28, 2017",,"Global stocks follow U.S. lower, dollar pressured","https://investing.com/news/stock-market-news/global-stocks-follow-u.s.-lower,-dollar-pressured-499950"
2570,"nesday, July 4, 2018 | 06:00AM EDT ","nesday, July 4, 2018 | 06:00AM EDT ",Know Smallcap Multibaggers for July-Sep ‘18 Quarter,https://investing.com/education/webinars/know-smallcap-multibaggers-for-july-sep-‘18-quarter-12287
2574,"Jun 28, 2017",Investing.com,"Forex - Euro hits 1-year highs after Draghi, dollar at multi-month lows","https://investing.com/news/forex-news/forex---euro-hits-1-year-highs-after-draghi,-dollar-at-multi-month-lows-499940"
2575,"Jun 28, 2017",,Dollar remains under pressure as euro surges,https://investing.com/news/forex-news/dollar-remains-under-pressure-as-euro-surges-499937
2576,"Jun 27, 2017",Investing.com,Dollar sinks to seven-month lows against rivals amid euro surge ,https://investing.com/news/forex-news/dollar-sinks-to-seven-month-lows-against-rivals-amid-euro-surge-499815
2577,"Jun 27, 2017",Investing.com,"Forex - Euro rallies 1%, dollar lower ahead of Yellen","https://investing.com/news/forex-news/forex---euro-rallies-1,-dollar-lower-ahead-of-yellen-499661"
2578,"Jun 27, 2017",Investing.com,U.S. consumer confidence unexpectedly increases in June,https://investing.com/news/economic-indicators/u.s.-consumer-confidence-unexpectedly-increases-in-june-499660
2579,"Jun 27, 2017",Investing.com,"Forex - Draghi remarks boost euro, dollar lower ","https://investing.com/news/forex-news/forex---draghi-remarks-boost-euro,-dollar-lower-499566"
2580,"Jun 27, 2017",,"Global stocks mixed, eyes on central bank chiefs","https://investing.com/news/stock-market-news/global-stocks-mixed,-eyes-on-central-bank-chiefs-499519"
2581,"Jun 27, 2017",Investing.com,Forex - Dollar dips with Yellen speech in focus ,https://investing.com/news/forex-news/forex---dollar-dips-with-yellen-speech-in-focus-499508
2582,"Jun 27, 2017",,Dollar off highs vs. yen ahead of Yellen,https://investing.com/news/forex-news/dollar-off-highs-vs.-yen-ahead-of-yellen-499501
2583,"Jun 26, 2017",Investing.com,Dollar turns positive despite downbeat economic data,https://investing.com/news/forex-news/dollar-turns-positive-despite-downbeat-economic-data-499335
2584,"nesday, July 4, 2018 | 06:00AM EDT ","nesday, July 4, 2018 | 06:00AM EDT ",Know Smallcap Multibaggers for July-Sep ‘18 Quarter,https://investing.com/education/webinars/know-smallcap-multibaggers-for-july-sep-‘18-quarter-12287
2588,"Jun 26, 2017",Reuters,"Dollar dips after weak U.S. data; Yellen, Draghi speeches awaited",https://investing.com/news/forex-news/no-love-for-dollar-ahead-of-central-bank-speeches-499113
2589,"Jun 26, 2017",Investing.com,Forex - Dollar lower as central bank speakers eyed,https://investing.com/news/forex-news/forex---dollar-lower-as-central-bank-speakers-eyed-499285
2590,"Jun 26, 2017",Investing.com,Forex - Dollar touches days lows after U.S. durables miss,https://investing.com/news/forex-news/forex---dollar-touches-days-lows-after-u.s.-durables-miss-499199
2591,"Jun 26, 2017",Investing.com, U.S. durable goods slump more than expected in May,https://investing.com/news/economic-indicators/u.s.-durable-goods-slump-more-than-expected-in-may-499193
2592,"Jun 26, 2017",Investing.com,Forex - Dollar edges up but gains capped before central bank speakers,https://investing.com/news/forex-news/forex---dollar-edges-up-but-gains-capped-before-central-bank-speakers-499148
2593,"Jun 26, 2017",,"Global stocks mostly higher, Italian banks, Nestle eyed","https://investing.com/news/stock-market-news/global-stocks-mostly-higher,-italian-banks,-nestle-eyed-499121"
2594,"Jun 26, 2017",Investing.com,Forex - Dollar remains weak on Fed rate hike view,https://investing.com/news/forex-news/forex---dollar-remains-weak-on-fed-rate-hike-view-499111
2595,"Jun 26, 2017",,"Dollar flat as U.S. rate outlook clouds, pound firm","https://investing.com/news/forex-news/dollar-flat-as-u.s.-rate-outlook-clouds,-pound-firm-499108"
2596,"Jun 25, 2017",Investing.com,Forex - Weekly outlook: June 26 - 30,https://investing.com/news/forex-news/forex---weekly-outlook:-june-26---30-499005
